Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.10 14:00:00,3.56047894456E-06
2024.09.10 15:00:00,3.56832060788E-06
2024.09.10 16:00:00,3.57694989361E-06
2024.09.10 17:00:00,3.58744819096E-06
2024.09.10 18:00:00,3.59904174729E-06
2024.09.10 19:00:00,3.61346110367E-06
2024.09.10 20:00:00,3.6269868815E-06
2024.09.10 21:00:00,3.63879371434E-06
2024.09.10 22:00:00,3.65019946003E-06
2024.09.10 23:00:00,3.66208223568E-06
2024.09.11 00:00:00,3.67358552467E-06
2024.09.11 01:00:00,3.68486166735E-06
2024.09.11 02:00:00,3.69641725229E-06
2024.09.11 03:00:00,3.70805742023E-06
2024.09.11 04:00:00,3.71820351575E-06
2024.09.11 05:00:00,3.72923659597E-06
2024.09.11 06:00:00,3.74017758986E-06
2024.09.11 07:00:00,3.75299964617E-06
2024.09.11 08:00:00,3.76507114197E-06
2024.09.11 09:00:00,3.77660285267E-06
2024.09.11 10:00:00,3.78737900064E-06
2024.09.11 11:00:00,3.79546577278E-06
2024.09.11 12:00:00,3.80337610295E-06
2024.09.11 13:00:00,3.81158497476E-06
2024.09.11 14:00:00,3.82086273021E-06
2024.09.11 15:00:00,3.83101405532E-06
2024.09.11 16:00:00,3.84158875022E-06
2024.09.11 17:00:00,3.8542002585E-06
2024.09.11 18:00:00,3.86818010156E-06
2024.09.11 19:00:00,3.88326179745E-06
2024.09.11 20:00:00,3.89908836951E-06
2024.09.11 21:00:00,3.91486037188E-06
2024.09.11 22:00:00,3.93064010495E-06
2024.09.11 23:00:00,3.94546486859E-06
2024.09.12 00:00:00,3.95718325308E-06
2024.09.12 01:00:00,3.96938776248E-06
2024.09.12 02:00:00,3.98159454562E-06
2024.09.12 03:00:00,3.99356895286E-06
2024.09.12 04:00:00,4.00405724577E-06
2024.09.12 05:00:00,4.01625993618E-06
2024.09.12 06:00:00,4.02842670155E-06
2024.09.12 07:00:00,4.04088859796E-06
2024.09.12 08:00:00,4.05308946938E-06
2024.09.12 09:00:00,4.06469553127E-06
2024.09.12 10:00:00,4.07589004681E-06
2024.09.12 11:00:00,4.0864829316E-06
2024.09.12 12:00:00,4.09660333389E-06
2024.09.12 13:00:00,4.10659094996E-06
2024.09.12 14:00:00,4.11732207795E-06
2024.09.12 15:00:00,4.12950430473E-06
2024.09.12 16:00:00,4.14292026107E-06
2024.09.12 17:00:00,4.1568468987E-06
2024.09.12 18:00:00,4.16999682784E-06
2024.09.12 19:00:00,4.1821317609E-06
2024.09.12 20:00:00,4.19341631641E-06
2024.09.12 21:00:00,4.2044039219E-06
2024.09.12 22:00:00,4.21590812039E-06
2024.09.12 23:00:00,4.2278015826E-06
2024.09.13 00:00:00,4.2394317461E-06
2024.09.13 01:00:00,4.25068537879E-06
2024.09.13 02:00:00,4.26075757787E-06
2024.09.13 03:00:00,4.26995984526E-06
2024.09.13 04:00:00,4.28116481999E-06
2024.09.13 05:00:00,4.29148531111E-06
2024.09.13 06:00:00,4.30158706877E-06
2024.09.13 07:00:00,4.31146645496E-06
2024.09.13 08:00:00,4.32190245192E-06
