Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.23 14:00:00,5.44690419702E-06
2024.09.23 15:00:00,5.52455276193E-06
2024.09.23 16:00:00,5.62630611967E-06
2024.09.23 17:00:00,5.75629519517E-06
2024.09.23 18:00:00,5.86893611398E-06
2024.09.23 19:00:00,5.90724084759E-06
2024.09.23 20:00:00,5.89062392464E-06
2024.09.23 21:00:00,5.82555321671E-06
2024.09.23 22:00:00,5.70883594264E-06
2024.09.23 23:00:00,5.54429152544E-06
2024.09.24 00:00:00,5.42935185877E-06
2024.09.24 01:00:00,5.38102040082E-06
2024.09.24 02:00:00,5.36608740731E-06
2024.09.24 03:00:00,5.36113884664E-06
2024.09.24 04:00:00,5.3589228628E-06
2024.09.24 05:00:00,5.35790741196E-06
2024.09.24 06:00:00,5.35766594112E-06
2024.09.24 07:00:00,5.35916751687E-06
2024.09.24 08:00:00,5.36298921361E-06
2024.09.24 09:00:00,5.3695043789E-06
2024.09.24 10:00:00,5.38011636309E-06
2024.09.24 11:00:00,5.39131269761E-06
2024.09.24 12:00:00,5.39931079402E-06
2024.09.24 13:00:00,5.41062854609E-06
2024.09.24 14:00:00,5.42388988833E-06
2024.09.24 15:00:00,5.44001932212E-06
2024.09.24 16:00:00,5.47428089703E-06
2024.09.24 17:00:00,5.50893901163E-06
2024.09.24 18:00:00,5.53105610379E-06
2024.09.24 19:00:00,5.55776159672E-06
2024.09.24 20:00:00,5.60274156669E-06
2024.09.24 21:00:00,5.66249173062E-06
2024.09.24 22:00:00,5.70704833081E-06
2024.09.24 23:00:00,5.73046918362E-06
2024.09.25 00:00:00,5.73828583583E-06
2024.09.25 01:00:00,5.73814077143E-06
2024.09.25 02:00:00,5.73676106796E-06
2024.09.25 03:00:00,5.73512852498E-06
2024.09.25 04:00:00,5.73125089431E-06
2024.09.25 05:00:00,5.72325279791E-06
2024.09.25 06:00:00,5.71152395423E-06
2024.09.25 07:00:00,5.69624671698E-06
2024.09.25 08:00:00,5.68056839256E-06
2024.09.25 09:00:00,5.66127391721E-06
2024.09.25 10:00:00,5.63964431421E-06
