Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.03 17:00:00,1.28070243299E-09
2024.08.03 18:00:00,1.51523904535E-09
2024.08.03 19:00:00,1.806023886E-09
2024.08.03 20:00:00,2.13915374303E-09
2024.08.03 21:00:00,2.4840538515E-09
2024.08.03 22:00:00,2.81481771225E-09
2024.08.03 23:00:00,3.15442916232E-09
2024.08.04 00:00:00,3.60995278115E-09
2024.08.04 01:00:00,4.23332524591E-09
2024.08.04 02:00:00,5.06031394565E-09
2024.08.04 03:00:00,6.11524297867E-09
2024.08.04 04:00:00,7.37205718693E-09
2024.08.04 05:00:00,8.87995366128E-09
2024.08.04 06:00:00,1.07823971973E-08
2024.08.04 07:00:00,1.32532038677E-08
2024.08.04 08:00:00,1.64837459238E-08
2024.08.04 09:00:00,2.05121590824E-08
2024.08.04 10:00:00,2.53506424741E-08
2024.08.04 11:00:00,3.05879090945E-08
2024.08.04 12:00:00,3.59911531689E-08
2024.08.04 13:00:00,4.19988914757E-08
2024.08.04 14:00:00,5.24447507644E-08
2024.08.04 15:00:00,7.45929966683E-08
2024.08.04 16:00:00,1.1442219261E-07
2024.08.04 17:00:00,1.60343446964E-07
2024.08.04 18:00:00,2.02456647003E-07
2024.08.04 19:00:00,2.35431727447E-07
2024.08.04 20:00:00,2.60116507889E-07
2024.08.04 21:00:00,2.88617400201E-07
2024.08.04 22:00:00,3.19697278428E-07
2024.08.04 23:00:00,3.49599019955E-07
2024.08.05 00:00:00,3.72109525415E-07
2024.08.05 01:00:00,3.8536569491E-07
2024.08.05 02:00:00,3.9053401224E-07
